ID	name	angle[rad]	betax[m]	betay[m]	halfgap[m]	Material	Length[m]	sigx[m]	sigy[m]	tilt1[rad]	tilt2[rad]	nsig
36	TCSG.B5R7.B1	2.46964	121.853309	267.5806563	0.0024012713	C	1	0.00024812	0.00036768	0	0	8
40	TCSG.D5R7.B1	0.8971	213.8851283	158.5529583	0.0024131138	C	1	0.00032873	0.00028303	0	0	8
42	TCSG.E5R7.B1	2.27765	241.4086194	136.1173916	0.0024160419	C	1	0.00034924	0.00026224	0	0	8
44	TCSG.6R7.B1	0.00873	335.7667417	47.35650527	0.0032948685	C	1	0.00041187	0.00015468	0	0	8
50	TCLA.A6R7.B1	1.571	297.0758997	48.1551343	0.0021836994	W	1	0.00038742	0.00015598	0	0	14
51	TCLA.B6R7.B1	0	159.5044293	76.387686	0.0039742748	W	1	0.00028388	0.00019645	0	0	14
52	TCLA.C6R7.B1	1.571	68.61725071	151.8870082	0.0038782145	W	1	0.00018619	0.00027702	0	0	14
53	TCLA.D6R7.B1	0	65.04937303	157.9157264	0.0025380085	W	1	0.00018129	0.00028246	0	0	14
54	TCLA.A7R7.B1	0	64.63389357	146.4538223	0.0025298902	W	1	0.00018071	0.00027202	0	0	14
60	TCTH.4L8.B1	0	239.8241055	298.8851657	0.0052213302	W	1	0.00034809	0.00038859	0	0	15
62	TCTVA.4L8.B1	1.571	250.3653154	300.1496742	0.0058412215	W	1	0.00035566	0.00038941	0	0	15
55	TCTH.4L1.B1	0	1311.1725784615	505.1594225231	0.0093599009	W	1	0.0008139005	0.0005051988	0	0	11.5
56	TCTVA.4L1.B1	1.571	1316.5705809231	533.4234790154	0.0059700422	W	1	0.0008155757	0.0005191328	0	0	11.5
