ID	name	angle[rad]	betax[m]	betay[m]	halfgap[m]	Material	Length[m]	sigx[m]	sigy[m]	tilt1[rad]	tilt2[rad]	nsig
20	TCSG.A5L7.B1	0.71035	185.9930849	145.9293083	0.0021912522	C	1	0.00030654	0.00027153	0	0	7.5
22	TCSG.D4L7.B1	1.5708	332.959989	68.86047458	0.0013989099	C	1	0.00041015	0.00018652	0	0	7.5
26	TCSG.B4L7.B1	0	139.7578871	130.9955084	0.001992934	C	1	0.00026572	0.00025726	0	0	7.5
28	TCSG.A4L7.B1	2.34921	128.6710843	141.295416	0.0019592348	C	1	0.00025497	0.00026718	0	0	7.5
30	TCSG.A4R7.B1	0.80809	118.2810712	152.2203379	0.0019661066	C	1	0.00024446	0.00027732	0	0	7.5
36	TCSG.B5R7.B1	2.46964	121.8533098	267.5806525	0.0022511918	C	1	0.00024812	0.00036768	0	0	7.5
40	TCSG.D5R7.B1	0.8971	213.885116	158.552956	0.0022622942	C	1	0.00032873	0.00028303	0	0	7.5
42	TCSG.E5R7.B1	2.27765	241.4086028	136.1173896	0.0022650393	C	1	0.00034924	0.00026224	0	0	7.5
44	TCSG.6R7.B1	0.00873	335.7666969	47.35650485	0.003088939	C	1	0.00041187	0.00015468	0	0	7.5
50	TCLA.A6R7.B1	1.571	297.0758561	48.15513406	0.0017157638	W	1	0.00038742	0.00015598	0	0	11
51	TCLA.B6R7.B1	0	159.5043939	76.38768675	0.0031226441	W	1	0.00028388	0.00019645	0	0	11
52	TCLA.C6R7.B1	1.571	68.61722876	151.8870104	0.0030471686	W	1	0.00018619	0.00027702	0	0	11
53	TCLA.D6R7.B1	0	65.04935204	157.9157287	0.0019941492	W	1	0.00018129	0.00028246	0	0	11
54	TCLA.A7R7.B1	0	64.63387508	146.4538245	0.0019877706	W	1	0.00018071	0.00027202	0	0	11
60	TCTPH.4L8.B1	0	241.1571802	301.7606551	0.0052358216	W	1	0.00034905	0.00039046	0	0	15
62	TCTPV.4L8.B1	1.571	251.6986849	302.9580883	0.0058684852	W	1	0.0003566	0.00039123	0	0	15
55	TCTPH.4L1.B1	0	1724.23244	661.0627268	0.0093334324	W	1	0.00093334	0.00057792	0	0	10
56	TCTPV.4L1.B1	1.571	1731.100542	698.0187151	0.0059385036	W	1	0.0009352	0.00059385	0	0	10
