ID	name	angle[rad]	betax[m]	betay[m]	halfgap[m]	Material	Length[m]	sigx[m]	sigy[m]	tilt1[rad]	tilt2[rad]	nsig
50	TCDQA.A4L6.B	0	488.5144402	161.7955824	0.0045208862	C	3	0.0004968	0.00028591	0	0	9.1
52	TCDQA.C4L6.B	0	499.5952431	165.3792044	0.0045718716	C	3	0.0005024	0.00028906	0	0	9.1
51	TCDQA.B4L6.B	0	510.8513322	169.1561839	0.0046230878	C	3	0.00050803	0.00029234	0	0	9.1
53	TCSP.A4L6.B2	0	523.4517344	173.5399449	0.0046797558	C	1	0.00051426	0.0002961	0	0	9.1
54	TCTPH.4R5.B2	0	157.7231654	78.79648739	0.0104446273	W	1	0.00028229	0.00019952	0	0	37
55	TCTPV.4R5.B2	1.57079632	155.280204	78.95992762	0.0073900704	W	1	0.00028009	0.00019973	0	0	37
56	TCL.4L5.B2	0	79.00785295	161.5176956	0.1995924454	CU	1	0.00019979	0.00028566	0	0	999
57	TCL.5L5.B2	0	144.3440888	131.5562303	0.2697792051	CU	1	0.00027005	0.00025781	0	0	999
58	TCL.6L5.B2	0	94.9485531	163.9574577	0.2188029357	W	1	0.00021902	0.00028781	0	0	999
59	TCP.6R3.B2	0	131.2352775	144.6070528	0.0038624248	C	0.6	0.00025749	0.0002703	0	0	15
60	TCSG.5R3.B2	0	54.5304372	298.4487822	0.0029876896	C	1	0.00016598	0.00038831	0	0	18
62	TCSG.4L3.B2	0	26.17789209	395.37181	0.0020700619	C	1	0.000115	0.00044694	0	0	18
64	TCSG.A5L3.B2	2.98102236	35.7914711	344.272412	0.0026738786	C	1	0.00013447	0.00041706	0	0	18
66	TCSG.B5L3.B2	0.18849555	45.43915335	312.8280324	0.0029958205	C	1	0.00015152	0.00039755	0	0	18
68	TCLA.A5L3.B2	1.57079632	142.3259513	176.1114199	0.00596578	W	1	0.00026815	0.00029829	0	0	20
69	TCLA.B5L3.B2	0	151.4052722	168.7821605	0.0055315135	W	1	0.00027658	0.00029202	0	0	20
70	TCLA.6L3.B2	0	129.4387668	168.7207805	0.0051145292	W	1	0.00025573	0.00029196	0	0	20
71	TCLA.7L3.B2	0	66.80930098	93.2026516	0.0036744466	W	1	0.00018372	0.000217	0	0	20
72	TCTPH.4R2.B2	0	46.69123449	48.64770504	0.0056828067	W	1	0.00015359	0.00015677	0	0	37
73	TCTPV.4R2.B2	1.57079632	48.26655339	46.48492794	0.005670238	W	1	0.00015616	0.00015325	0	0	37
74	TCTPH.4R1.B2	0	157.6519768	78.77533573	0.0104422699	W	1	0.00028222	0.0001995	0	0	37
75	TCTPV.4R1.B2	1.57079632	155.204753	78.94145655	0.007389206	W	1	0.00028002	0.00019971	0	0	37
