ID	name	angle[rad]	betax[m]	betay[m]	halfgap[m]	Material	Length[m]	sigx[m]	sigy[m]	tilt1[rad]	tilt2[rad]	nsig
16	TCSG.A6L7.B1	2.46266	39.84656309	227.0418916	0.0015336849	C	1	0.00014189	0.00033869	0	0	6.4
18	TCSG.B5L7.B1	2.50455	160.4724272	166.5975483	0.0018345796	C	1	0.00028474	0.00029012	0	0	6.4
20	TCSG.A5L7.B1	0.71035	186.4917891	146.0020073	0.0018716249	C	1	0.00030695	0.0002716	0	0	6.4
22	TCSG.D4L7.B1	1.5708	333.6182818	68.88567458	0.0011939549	C	1	0.00041055	0.00018656	0	0	6.4
26	TCSG.B4L7.B1	0	139.6524145	130.930075	0.0016999951	C	1	0.00026562	0.0002572	0	0	6.4
28	TCSG.A4L7.B1	2.34921	128.5375397	141.2233582	0.0016712467	C	1	0.00025483	0.00026711	0	0	6.4
30	TCSG.A4R7.B1	0.80809	118.1224035	152.1414701	0.0016770228	C	1	0.00024429	0.00027725	0	0	6.4
36	TCSG.B5R7.B1	2.46964	121.8441434	267.4497975	0.0019207136	C	1	0.00024811	0.00036759	0	0	6.4
40	TCSG.D5R7.B1	0.8971	214.0732555	158.4817099	0.0019306503	C	1	0.00032887	0.00028297	0	0	6.4
42	TCSG.E5R7.B1	2.27765	241.6612267	136.0584734	0.0019332215	C	1	0.00034942	0.00026218	0	0	6.4
44	TCSG.6R7.B1	0.00873	336.4418603	47.35882537	0.0026385434	C	1	0.00041229	0.00015468	0	0	6.4
50	TCLA.A6R7.B1	1.571	297.7311035	48.1649075	0.002183921	W	1	0.00038784	0.00015599	0	0	14
51	TCLA.B6R7.B1	0	160.0350071	76.42834223	0.0039808793	W	1	0.00028435	0.0001965	0	0	14
52	TCLA.C6R7.B1	1.571	68.9450147	151.9578783	0.0038791192	W	1	0.00018664	0.00027708	0	0	14
53	TCLA.D6R7.B1	0	65.36267975	157.9883115	0.0025441133	W	1	0.00018172	0.00028252	0	0	14
54	TCLA.A7R7.B1	0	64.90952977	146.5111717	0.0025352789	W	1	0.00018109	0.00027207	0	0	14
60	TCTH.4L8.B1	0	46.58352529	48.25629561	0.0056762482	W	1	0.00015341	0.00015614	0	0	37
62	TCTVA.4L8.B1	1.571	48.1568274	46.09310386	0.00564629	W	1	0.00015598	0.0001526	0	0	37
55	TCTH.4L1.B1	0	157.3682165	78.43926226	0.0104328681	W	1	0.00028197	0.00019907	0	0	37
56	TCTVA.4L1.B1	1.571	154.922117	78.5999142	0.007373204	W	1	0.00027977	0.00019928	0	0	37
