ID	name	angle[rad]	betax[m]	betay[m]	halfgap[m]	Material	Length[m]	sigx[m]	sigy[m]	tilt1[rad]	tilt2[rad]	nsig
36	TCSG.B4L7.B1	0	139.76	131	0.0019717	C	1	0.00025606	0.0002479	0	0	7.7
37	TCSG.A4L7.B1	2.3492	128.67	141.3	0.0019383	C	1	0.00024569	0.00025746	0	0	7.7
38	TCSG.A4R7.B1	0.80809	118.28	152.22	0.0019451	C	1	0.00023556	0.00026723	0	0	7.7
39	TCSG.B5R7.B1	2.4696	121.85	267.58	0.0022272	C	1	0.00023909	0.00035431	0	0	7.7
40	TCSG.D5R7.B1	0.8971	213.89	158.55	0.0022381	C	1	0.00031677	0.00027273	0	0	7.7
41	TCSG.E5R7.B1	2.2776	241.41	136.12	0.0022408	C	1	0.00033653	0.0002527	0	0	7.7
42	TCSG.6R7.B1	0.00873	335.77	47.356	0.003056	C	1	0.00039689	0.00014905	0	0	7.7
43	TCLA.A6R7.B1	1.571	297.08	48.155	0.001503	W	1	0.00037332	0.0001503	0	0	10
44	TCLA.B6R7.B1	0	159.5	76.388	0.0027355	W	1	0.00027355	0.00018931	0	0	10
45	TCLA.C6R7.B1	1.571	68.617	151.89	0.0026694	W	1	0.00017942	0.00026694	0	0	10
46	TCLA.D6R7.B1	0	65.049	157.92	0.0017469	W	1	0.00017469	0.00027218	0	0	10
47	TCLA.A7R7.B1	0	65.655	143.86	0.001755	W	1	0.0001755	0.00025979	0	0	10
48	TCLD.8R7.B1	0	31.371	127.73	0.0012132	W	0.8	0.00012132	0.00024479	0	0	10
49	TCLD.10R7.B1	0	45.73	135.33	0.0014647	W	0.8	0.00014647	0.00025197	0	0	10
50	TCTH.4L8.B1	0	232.21	282.1	0.0099017	W	1	0.00033006	0.00036379	0	0	30
51	TCTVA.4L8.B1	1.571	242.77	283.74	0.010945	W	1	0.00033748	0.00036485	0	0	30
52	TCTH.4L1.B1	0	4634.4	6453	0.015482	W	1	0.0014745	0.0017399	0	0	10.5
53	TCTV.4L1.B1	1.571	4703.8	6681.6	0.01859	W	1	0.0014855	0.0017705	0	0	10.5
