ID	MTF PART ID	DCUM RING START	START FROM IP	DCUM RING END	END FROM IP	S START SECOND LOCATION	S END SECOND LOCATION	TYPE	FUNCTIONAL POSITION NAME	NAME SECOND LOCATION	EXPERT NAME	OPTIC NAME	AT/VAC NAME	AT/ACR NAME	CIVIL WORK	LINE	HALF CELL	SIDE	IP	U START	U END	V START	V END	A	B	C	BEAM	FAMILY	FAMILY SECOND LOCATION	PHASE START	PHASE END	REFERENCE PLANE	CONNECTION SIDE	RADIATION ZONING TAG	VERSION	NOTE
279415		144.87	144.87	145.15	145.15			VMGAB280	VMGAB.4R1.B		VMGAB.870.4R1.B		VMGAB.870.4R1.B		RI171	LHC				-0.087	-0.087	0	0	0	0	180	E	B		1	2	START		RED	STUDY	Installation in relaxed state
383706		146.58	146.58	146.78	146.78			VMHAA	VMHAA.4R1.R		VMHAA.887.4R1.R		VMHAA.887.4R1.R		RI171	LHC				0.0842	0.0844	0	0	0	0	0.065	I	R		1	2	START		RED	STUDY	Installation in relaxed state
383707		148.26	148.26	148.54	148.54			VMGAB280	VMGAB.4R1.R		VMGAB.904.4R1.R		VMGAB.904.4R1.R		RI171	LHC				0.0861	0.0864	0	0	0	0	0.065	I	R		1	2	START		RED	STUDY	
1555691		148.49	148.49	149.01	149.01			VMTIA	VMTIA.4R1.B		VMTIA.908.4R1.B		VMTIA.908.4R1.B		RI171	LHC				-0.087	-0.087	0	0	0	0	180.065	E	B		1	2	START		RED	STUDY	
279387		150.81	150.81	150.99	150.99			VMGDA	VMGDA.4R1.R		VMGDA.929.4R1.R		VMGDA.929.4R1.R		RI171	LHC				0.089	0.089	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053009		151.275	151.275	151.575	151.575			VMABC	VMABC.4R1.B		VMABC.935.4R1.B		VMABC.935.4R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053027		151.275	151.275	151.575	151.575			VMABD	VMABD.4R1.R		VMABD.935.4R1.R		VMABD.935.4R1.R		RI171	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053039		151.65	151.65	151.91	151.91			VMARC260	VMARC.4R1.R		VMARC.938.4R1.R		VMARC.938.4R1.R		RI171	LHC				0.094	0.094	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053045		151.65	151.65	151.91	151.91			VMARD260	VMARD.4R1.B		VMARD.938.4R1.B		VMARD.938.4R1.B		RI171	LHC				-0.094	-0.094	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
1053069		172.708	172.708	172.968	172.968			VMABC260	VMABC.5R1.B		VMABC.2.5R1.B		VMABC.2.5R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053079		172.708	172.708	172.968	172.968			VMABD260	VMABD.5R1.R		VMABD.2.5R1.R		VMABD.2.5R1.R		RI171	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053087		173.043	173.043	173.343	173.343			VMACC300	VMACC.5R1.R		VMACC.5.5R1.R		VMACC.5.5R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053093		173.043	173.043	173.343	173.343			VMACD	VMACD.5R1.B		VMACD.5.5R1.B		VMACD.5.5R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
383709		174.238	174.238	174.538	174.538			VMACB	VMACB.A5R1.R		VMACB.17.5R1.R		VMACB.17.5R1.R		RI171	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
383710		174.823	174.823	175.123	175.123			VMACB	VMACB.B5R1.R		VMACB.23.5R1.R		VMACB.23.5R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
963630		177.857	177.857	178.157	178.157			VMAAE	VMAAE.5R1.R		VMAAE.53.5R1.R		VMAAE.53.5R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
964052		177.857	177.857	178.157	178.157			VMAAF	VMAAF.5R1.B		VMAAF.53.5R1.B		VMAAF.53.5R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
875400		183.097	183.097	183.617	183.617			VMTIA	VMTIA.A5R1.B		VMTIA.107.5R1.B		VMTIA.107.5R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
875396		185.097	185.097	185.617	185.617			VMTIA	VMTIA.B5R1.B		VMTIA.127.5R1.B		VMTIA.127.5R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
383712		185.157	185.157	185.557	185.557			VMIAA	VMIAA.5R1.R		VMIAA.127.5R1.R		VMIAA.127.5R1.R		RI171	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053439		191.417	191.417	191.707	191.707			VMACC	VMACC.5R1.B		VMACC.189.5R1.B		VMACC.189.5R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053455		191.417	191.417	191.707	191.707			VMAND290	VMAND.5R1.R		VMAND.189.5R1.R		VMAND.189.5R1.R		RI171	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053423		191.792	191.792	192.052	192.052			VMABD260	VMABD.5R1.B		VMABD.192.5R1.B		VMABD.192.5R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
1053471		191.792	191.792	192.052	192.052			VMAOC260	VMAOC.5R1.R		VMAOC.192.5R1.R		VMAOC.192.5R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053071		200.321	200.321	200.581	200.581			VMABC260	VMABC.6R1.B		VMABC.2.6R1.B		VMABC.2.6R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053081		200.321	200.321	200.581	200.581			VMABD260	VMABD.6R1.R		VMABD.2.6R1.R		VMABD.2.6R1.R		RI171	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053089		200.656	200.656	200.956	200.956			VMACC300	VMACC.6R1.R		VMACC.5.6R1.R		VMACC.5.6R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053095		200.656	200.656	200.956	200.956			VMACD	VMACD.6R1.B		VMACD.5.6R1.B		VMACD.5.6R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
279427		201.417	201.417	201.717	201.717			VMAAB	VMAAB.A6R1.B		VMAAB.13.6R1.B		VMAAB.13.6R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
279399		201.417	201.417	201.717	201.717			VMAAB	VMAAB.A6R1.R		VMAAB.13.6R1.R		VMAAB.13.6R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
963632		208.717	208.717	208.717	208.717			VMAAE	VMAAE.6R1.R		VMAAE.86.6R1.R		VMAAE.86.6R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
964054		208.717	208.717	209.017	209.017			VMAAF	VMAAF.6R1.B		VMAAF.86.6R1.B		VMAAF.86.6R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
279431		216.017	216.017	216.217	216.217			VMAAA	VMAAA.B6R1.B		VMAAA.159.6R1.B		VMAAA.159.6R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
279403		216.017	216.017	216.317	216.317			VMAAB	VMAAB.B6R1.R		VMAAB.159.6R1.R		VMAAB.159.6R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053441		223.317	223.317	223.607	223.607			VMACC	VMACC.6R1.B		VMACC.232.6R1.B		VMACC.232.6R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053457		223.317	223.317	223.607	223.607			VMAND290	VMAND.6R1.R		VMAND.232.6R1.R		VMAND.232.6R1.R		RI171	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053425		223.692	223.692	223.952	223.952			VMABD260	VMABD.6R1.B		VMABD.235.6R1.B		VMABD.235.6R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
1053473		223.692	223.692	223.952	223.952			VMAOC260	VMAOC.6R1.R		VMAOC.235.6R1.R		VMAOC.235.6R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053073		232.221	232.221	232.481	232.481			VMABC260	VMABC.7R1.B		VMABC.2.7R1.B		VMABC.2.7R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053083		232.221	232.221	232.481	232.481			VMABD260	VMABD.7R1.R		VMABD.2.7R1.R		VMABD.2.7R1.R		RI171	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053091		232.556	232.556	232.856	232.856			VMACC300	VMACC.7R1.R		VMACC.5.7R1.R		VMACC.5.7R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053097		232.556	232.556	232.856	232.856			VMACD	VMACD.7R1.B		VMACD.5.7R1.B		VMACD.5.7R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
279434		236.988	236.988	237.188	237.188			VMAAA	VMAAA.A7R1.B		VMAAA.49.7R1.B		VMAAA.49.7R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	Installed in relaxed state
279408		236.988	236.988	237.188	237.188			VMAAA	VMAAA.A7R1.R		VMAAA.49.7R1.R		VMAAA.49.7R1.R		RI171	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	Installed in relaxed state
383723		237.893	237.893	238.093	238.093			VMAAA	VMAAA.B7R1.B		VMAAA.58.7R1.B		VMAAA.58.7R1.B		RI171	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	Installed in relaxed state
383725		241.128	241.128	241.328	241.328			VMAAA	VMAAA.C7R1.B		VMAAA.90.7R1.B		VMAAA.90.7R1.B		RR17	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	Installed in relaxed state
383713		241.748	241.748	241.948	241.948			VMAAA	VMAAA.B7R1.R		VMAAA.96.7R1.R		VMAAA.96.7R1.R		RR17	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	Installed in lightly extended state
383726		245.246	245.246	245.446	245.446			VMAAA	VMAAA.D7R1.B		VMAAA.96.7R1.B		VMAAA.96.7R1.B		RR17	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	moved during LS1
1818347		246.166	246.166	246.466	246.466			VMAAE	VMAAE.A7R1.R		VMAAE.138.7R1.R		VMAAE.138.7R1.R		RR17	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
279438		249.854	249.854	250.154	250.154			VMAAB	VMAAB.B7R1.B		VMAAB.178.7R1.B		VMAAB.178.7R1.B		RR17	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
279412		249.854	249.854	250.154	250.154			VMAAB	VMAAB.B7R1.R		VMAAB.178.7R1.R		VMAAB.178.7R1.R		RR17	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053629		255.454	255.454	255.754	255.754			VMACC300	VMACC.7R1.B		VMACC.234.7R1.B		VMACC.234.7R1.B		RR17	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053677		255.454	255.454	255.754	255.754			VMACD	VMACD.7R1.R		VMACD.234.7R1.R		VMACD.234.7R1.R		RR17	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1669606		255.989	255.989	256.089	256.089			VMDBA	VMDBA.A7R1.B		VMDBA.238.7R1.B		VMDBA.238.7R1.B		RR17	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
1669622		255.989	255.989	256.089	256.089			VMDBA	VMDBA.A7R1.R		VMDBA.238.7R1.R		VMDBA.238.7R1.R		RR17	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
13812554		255.999	255.999	256.169	256.169			VMZAP	VMZAP.A7R1.B		VMZAP.239.7R1.B		VMZAP.239.7R1.B		RR17	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START			STUDY	
13847572		255.999	255.999	256.169	256.169			VMZAQ	VMZAQ.A7R1.R		VMZAQ.239.7R1.R		VMZAQ.239.7R1.R		RR17	LHC				-0.097	-0.097	0	0	0	0	180	I	R		1	2	START			STUDY	
1669580		3075.2604	-257.1	3075.3604	-257			VMDBA	VMDBA.A7L2.B		VMDBA.89.7L2.B		VMDBA.89.7L2.B		RH23	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1669594		3075.2604	-257.1	3075.3604	-257			VMDBA	VMDBA.A7L2.R		VMDBA.89.7L2.R		VMDBA.89.7L2.R		RH23	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
13047866		3075.3504	-257.01	3075.5204	-256.84			VMZAP	VMZAP.A7L2.R		VMZAP.87.7L2.R		VMZAP.87.7L2.R		RH23	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START			STUDY	
13047901		3075.3504	-257.01	3075.5204	-256.84			VMZAQ	VMZAQ.A7L2.B		VMZAQ.90.7L2.B		VMZAQ.90.7L2.B		RH23	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START			STUDY	
1053649		3075.5954	-256.765	3075.8954	-256.465			VMACC300	VMACC.7L2.R		VMACC.84.7L2.R		VMACC.84.7L2.R		RH23	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053665		3075.5954	-256.765	3075.8954	-256.465			VMACD	VMACD.7L2.B		VMACD.84.7L2.B		VMACD.84.7L2.B		RH23	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
963596		3082.5954	-249.765	3082.8954	-249.465			VMAAE	VMAAE.7L2.B		VMAAE.14.7L2.B		VMAAE.14.7L2.B		RH23	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
964092		3082.5954	-249.765	3082.8954	-249.465			VMAAF	VMAAF.7L2.R		VMAAF.14.7L2.R		VMAAF.14.7L2.R		RH23	LHC				0.097	0.097	0	0	0	150	180	I	R		1	2	START		RED	STUDY	
1053755		3083.5304	-248.83	3083.8204	-248.54			VMACC	VMACC.7L2.B		VMACC.5.7L2.B		VMACC.5.7L2.B		RH23	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053759		3083.5304	-248.83	3083.8204	-248.54			VMAND290	VMAND.7L2.R		VMAND.5.7L2.R		VMAND.5.7L2.R		RH23	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053751		3083.9054	-248.455	3084.1654	-248.195			VMABD260	VMABD.7L2.B		VMABD.2.7L2.B		VMABD.2.7L2.B		RH23	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
1053763		3083.9054	-248.455	3084.1654	-248.195			VMAOC260	VMAOC.7L2.R		VMAOC.2.7L2.R		VMAOC.2.7L2.R		RH23	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1053229		3096.2144	-236.146	3096.4744	-235.886			VMABC260	VMABC.6L2.B		VMABC.589.6L2.B		VMABC.589.6L2.B		RA23	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053265		3096.2144	-236.146	3096.4744	-235.886			VMAOD260	VMAOD.6L2.R		VMAOD.589.6L2.R		VMAOD.589.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053241		3096.5594	-235.801	3096.8494	-235.511			VMACD290	VMACD.6L2.B		VMACD.585.6L2.B		VMACD.585.6L2.B		RA23	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
1053253		3096.5594	-235.801	3096.8494	-235.511			VMANC290	VMANC.6L2.R		VMANC.585.6L2.R		VMANC.585.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
963598		3100.7494	-231.611	3101.0494	-231.311			VMAAE	VMAAE.6L2.B		VMAAE.543.6L2.B		VMAAE.543.6L2.B		RA23	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
964094		3103.8494	-228.511	3104.1494	-228.211			VMAAF	VMAAF.C6L2.R		VMAAF.512.6L2.R		VMAAF.512.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1744031		3108.0494	-224.311	3108.3494	-224.011			VMAAB	VMAAB.A6L2.B		VMAAB.470.6L2.B		VMAAB.470.6L2.B		RA23	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
283399		3111.1494	-221.211	3111.4494	-220.911			VMAAB	VMAAB.B6L2.B		VMAAB.439.6L2.B		VMAAB.439.6L2.B		RA23	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
964096		3111.1494	-221.211	3111.4494	-220.911			VMAAF	VMAAF.B6L2.R		VMAAF.439.6L2.R		VMAAF.439.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
283341		3117.1624	-215.198	3117.3624	-214.998			VMAAA	VMAAA.6L2.B		VMAAA.380.6L2.B		VMAAA.380.6L2.B		RA23	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1470296		3117.2624	-215.098	3117.5624	-214.798			VMZAE	VMZAE.6L2.R		VMZAE.378.6L2.R		VMZAE.378.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1470301		3121.7124	-210.648	3122.0124	-210.348			VMAPB	VMAPB.D6L2.R		VMAPB.334.6L2.R		VMAPB.334.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1566810		3121.7124	-210.648	3122.0124	-210.348			VMSIR	VMSIR.B6L2.B		VMSIR.334.6L2.B		VMSIR.334.6L2.B		RA23	LHC				-0.122	-0.122	-0.0295	-0.0295	0	0	0	E	B		1	2	START		RED	STUDY	
1470300		3126.1624	-206.198	3126.4624	-205.898			VMAPB	VMAPB.C6L2.R		VMAPB.289.6L2.R		VMAPB.289.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1566812		3126.1624	-206.198	3126.4624	-205.898			VMSIR	VMSIR.A6L2.B		VMSIR.289.6L2.B		VMSIR.289.6L2.B		RA23	LHC				-0.122	-0.122	-0.0295	-0.0295	0	0	0	E	B		1	2	START		RED	STUDY	
1531565		3130.6124	-201.748	3130.9124	-201.448			VMSIS	VMSIS.6L2.B		VMSIS.245.6L2.B		VMSIS.245.6L2.B		RA23	LHC				-0.122	-0.122	-0.0295	-0.0295	0	0	0	E	B		1	2	START		RED	STUDY	
5481162		3130.7264	-201.634	3130.9124	-201.448			VMAPA186	VMAPA.6L2.R		VMAPA.244.6L2.R		VMAPA.244.6L2.R		RA23	LHC				0.097	0	0	0	0	0	0	I	R		1	2	START			STUDY	
1470298		3135.0624	-197.298	3135.3624	-196.998			VMAPB	VMAPB.A6L2.R		VMAPB.200.6L2.R		VMAPB.200.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
1566806		3135.0624	-197.298	3135.3624	-196.998			VMSIP	VMSIP.6L2.B		VMSIP.200.6L2.B		VMSIP.200.6L2.B		RA23	LHC				-0.122	-0.122	0.02	0.02	0	0	0	E	B		1	2	START		RED	STUDY	
1532118		3139.5124	-192.848	3139.8124	-192.548			VMSIO	VMSIO.6L2.B		VMSIO.156.6L2.B		VMSIO.156.6L2.B		RA23	LHC				-0.122	-0.122	-0.00585	-0.00585	0	0	0	E	B		1	2	START		RED	STUDY	
1541299		3139.5124	-192.848	3139.8124	-192.548			VMZAF	VMZAF.6L2.R		VMZAF.156.6L2.R		VMZAF.156.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
2028894		3140.5624	-191.798	3140.8624	-191.498			VMSIA	VMSIA.A6L2.B		VMSIA.145.6L2.B		VMSIA.145.6L2.B		RA23	LHC				-0.122	-0.122	-0.00585	-0.00585	0	0	0	E	B		1	2	START		RED	STUDY	
964098		3147.2674	-185.093	3147.5674	-184.793			VMAAF	VMAAF.A6L2.R		VMAAF.78.6L2.R		VMAAF.78.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1523713		3147.2674	-185.093	3147.5674	-184.793			VMANF	VMANF.6L2.B		VMANF.78.6L2.B		VMANF.78.6L2.B		RA23	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
1053377		3154.5674	-177.793	3154.8574	-177.503			VMACC	VMACC.6L2.B		VMACC.5.6L2.B		VMACC.5.6L2.B		RA23	LHC				-0.097	-0.097	0	0	0	0	180	E	B		1	2	START		RED	STUDY	
1053393		3154.5674	-177.793	3154.8574	-177.503			VMAND290	VMAND.6L2.R		VMAND.5.6L2.R		VMAND.5.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	180	I	R		1	2	START		RED	STUDY	
1053361		3154.9424	-177.418	3155.2024	-177.158			VMABD260	VMABD.6L2.B		VMABD.2.6L2.B		VMABD.2.6L2.B		RA23	LHC				-0.097	-0.097	0	0	0	0	0	E	B		1	2	START		RED	STUDY	
1053409		3154.9424	-177.418	3155.2024	-177.158			VMAOC260	VMAOC.6L2.R		VMAOC.2.6L2.R		VMAOC.2.6L2.R		RA23	LHC				0.097	0.097	0	0	0	0	0	I	R		1	2	START		RED	STUDY	
